country,netexports,gdp,pop,gascon,diecon,gasprice,dieprice,spotgasprice,spotdieprice,gas,die,Agas,Adie,predictgas,predictdie,COSTgas,COSTdie,AREAgas,AREAdie,DWLgas,DWLdie,DWLtot
Georgia,-20.13097,2613.689508,4452800.0,24.970222142676025,19.25543800057611,5.072452795905698,5.1860151719334375,4.684082506851597,4.8760825068515965,111.18740515690781,85.74061432896531,294.5685679954877,230.19021612759929,116.63037761115714,88.97013167728103,-43.1818846799637,-26.573817104730505,-44.216381554348395,-27.06606014258617,0.0,0.0,0.0
Germany,-2243.71221,40163.8174,81776930.0,70.93061683545524,96.13067066790444,7.419408567145647,7.116575564405008,4.684082506851597,4.8760825068515965,5800.488087809845,7861.271126062275,19305.72481999607,25518.515941950853,7643.8365136355005,9863.085242100993,-15866.226229011467,-17613.123381487618,-18079.575283922713,-19630.28147075657,0.0,0.0,0.0
Ghana,-59.32403000000001,1319.083027,24391823.0,8.843273667479515,10.428241567655972,3.4825795315173447,3.596141907545084,4.684082506851597,4.8760825068515965,215.70356603772117,254.36382251950698,456.03476424482847,548.2232318223203,180.5606997366539,211.8921209785003,259.16847638453044,325.5705834375132,236.39097775769136,296.1876562929707,0.022777498626839077,0.02938292714454252,0.052160425771381594
Greece,-338.48857,25832.21209,11315508.0,103.31450833727617,67.76601582215018,7.797949820571445,7.873658071256605,4.684082506851597,4.8760825068515965,1169.0561456065152,766.8068941636669,4008.885303357367,2644.794537998842,1587.2630603871835,1022.2316233226636,-3640.285719707438,-2298.5616085623055,-4203.425064847334,-2632.723887232035,0.0,0.0,0.0
Greenland,-4.24435,,56905.0,,,,,4.684082506851597,4.8760825068515965,,,,,,,,,,,,,
Grenada,-2.00411,7499.517635,104487.0,,,5.299577547961176,4.050391411656042,4.684082506851597,4.8760825068515965,,,,,,,,,,,0.0,,
Guam,-6.57882,,179896.0,,,,,4.684082506851597,4.8760825068515965,,,,,,,,,,,,,
Guatemala,-55.510639999999995,2873.077445,14388929.0,20.75328903506373,17.06200364487099,4.3153702890541,3.9368290356283024,4.684082506851597,4.8760825068515965,298.61760244201054,245.5039590437899,718.0029763792395,558.6585285005492,284.28341431977975,215.925436273877,110.10395846976492,230.59044573094107,107.40359659125926,215.90782068514275,0.0027003618785056602,0.014682625045798318,0.017382986924303977
Guinea,-9.08902,474.4691453,9981590.0,,,5.072452795905698,5.072452795905698,4.684082506851597,4.8760825068515965,,,,,,,,,,,0.0,0.0,0.0
Guinea-Bissau,-2.66142,551.3316137,1515224.0,,,,,4.684082506851597,4.8760825068515965,,,,,,,,,,,,,
Guyana,-10.77719,2994.445312,754493.0,,,4.088245536998622,3.9746831609708826,4.684082506851597,4.8760825068515965,,,,,,,,,,,,,
