ms_center,st_id,date,present,att_tot,att_per,tk,gp,cp,sgi_sch_mat,sgi_sch_hin,sgi_att_mat,sgi_att_hin,sgi_att_mat_tot,sgi_att_hin_tot,mean_attend,cal_att_mat_tot,cal_att_hin_tot,cal_att_tot,treat,strata,m_theta_mle1_z,h_theta_mle1_z,m_theta_mle2_z,h_theta_mle2_z,st_female1,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
TK,TK431,2015-10-17,0.0,53.0,0.61627907,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,16.0,0.27795526,25.0,20.0,45.0,1.0,14.0,-0.8388124,-0.61701035,0.5628236,0.37231526,1.0,1.6909915,,,,,,
TK,TK432,2015-10-17,0.0,59.0,0.68604654,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,19.0,0.27795526,30.0,18.0,48.0,1.0,15.0,-0.09789669,-1.4912745,0.8572703,0.29718003,1.0,0.5956523,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK433,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,28.0,0.27795526,36.0,26.0,62.0,1.0,14.0,0.78714055,0.41354555,1.7723856,0.7111098,1.0,-1.3373805,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK434,2015-10-17,0.0,17.0,0.19767442,Orientation,Orientation,Orientation,,,0.0,0.0,5.0,5.0,0.27795526,8.0,3.0,11.0,1.0,17.0,0.41550684,0.8617329,,,1.0,0.71851456,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK435,2015-10-17,0.0,76.0,0.88372093,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,25.0,0.27795526,36.0,26.0,62.0,1.0,16.0,0.5301908,-0.5091844,0.47621405,-0.2643778,1.0,-2.7852452,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK437,2015-10-17,0.0,66.0,0.76744187,Orientation,Orientation,Orientation,,,0.0,0.0,17.0,22.0,0.27795526,33.0,25.0,58.0,1.0,17.0,0.92821467,1.0500655,1.4409451,1.8473092,1.0,0.19778596,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK438,2015-10-17,0.0,69.0,0.8023256,Orientation,Orientation,Orientation,,,0.0,0.0,18.0,23.0,0.27795526,37.0,20.0,57.0,1.0,16.0,0.36564136,0.3975981,1.2976408,0.13600546,1.0,-2.0159218,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK439,2015-10-17,0.0,50.0,0.5813953,Orientation,Orientation,Orientation,,,0.0,0.0,11.0,21.0,0.27795526,23.0,18.0,41.0,1.0,17.0,-0.4431394,-0.31881854,0.004522887,0.46824434,1.0,-0.54562366,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH007,2015-10-17,1.0,75.0,0.872093,Orientation,Orientation,Orientation,,,0.0,0.0,26.0,29.0,0.27795526,30.0,25.0,55.0,1.0,3.0,-0.09278093,-0.18283652,0.56181973,0.16871296,1.0,0.92924875,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH012,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,5.0,-0.21194401,0.063590646,0.10089562,-0.6761982,1.0,-0.7125467,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH013,2015-10-17,1.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,3.0,-0.2331626,-0.45249963,,,1.0,2.7408636,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH014,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,3.0,-0.15478082,-1.5461825,0.19632107,-1.5314437,1.0,0.6448682,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH020,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,3.0,-0.10509464,-0.93377125,0.091099314,-0.06461964,1.0,1.4008003,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH021,2015-10-17,0.0,4.0,0.046511628,Orientation,Orientation,Orientation,,,0.0,0.0,2.0,1.0,0.27795526,1.0,0.0,1.0,1.0,1.0,0.52359307,0.8818568,,,1.0,0.92924875,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH022,2015-10-17,0.0,4.0,0.046511628,Orientation,Orientation,Orientation,,,0.0,0.0,2.0,1.0,0.27795526,1.0,0.0,1.0,1.0,3.0,0.61615807,0.95033425,,,1.0,1.4008003,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH025,2015-10-17,1.0,81.0,0.94186044,Orientation,Orientation,Orientation,,,0.0,0.0,29.0,29.0,0.27795526,28.0,32.0,60.0,1.0,5.0,-0.18960585,-0.19706963,1.0948491,0.14510396,1.0,1.4008003,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH029,2015-10-17,1.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,30.0,28.0,0.27795526,32.0,28.0,60.0,1.0,4.0,0.5788286,2.3235366,3.0886345,3.0151,1.0,0.19406788,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH032,2015-10-17,1.0,72.0,0.8372093,Orientation,Orientation,Orientation,,,0.0,0.0,24.0,28.0,0.27795526,25.0,31.0,56.0,1.0,5.0,0.5708055,1.2087865,1.2134539,1.0384203,1.0,0.92924875,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH037,2015-10-17,0.0,62.0,0.7209302,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,23.0,0.27795526,18.0,21.0,39.0,1.0,3.0,-0.26749417,-0.28091034,1.6673281,0.13027383,1.0,1.6231838,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH038,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,3.0,0.78335303,1.6392745,2.0574574,0.6584395,1.0,3.1243238,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH040,2015-10-17,1.0,24.0,0.27906978,Orientation,Orientation,Orientation,,,0.0,0.0,7.0,10.0,0.27795526,4.0,10.0,14.0,1.0,3.0,0.41025317,1.3103795,1.3895125,1.9620783,1.0,0.92924875,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH041,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,4.0,0.4650773,0.6388294,,,1.0,4.7761235,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH042,2015-10-17,0.0,75.0,0.872093,Orientation,Orientation,Orientation,,,0.0,0.0,27.0,28.0,0.27795526,32.0,27.0,59.0,1.0,3.0,-0.19040509,0.33449998,1.5356078,0.8981624,1.0,1.6231838,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH047,2015-10-17,1.0,78.0,0.90697676,Orientation,Orientation,Orientation,,,0.0,0.0,30.0,26.0,0.27795526,31.0,29.0,60.0,1.0,2.0,0.67535824,2.0950325,2.7275949,2.403915,1.0,0.63325435,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH048,2015-10-17,1.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,3.0,0.40837705,1.7813492,,,1.0,3.4359798,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH051,2015-10-17,0.0,62.0,0.7209302,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,25.0,0.27795526,23.0,26.0,49.0,1.0,3.0,0.05699908,0.54309666,1.4983073,0.7141209,1.0,-0.58144826,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH052,2015-10-17,0.0,65.0,0.75581396,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,25.0,0.27795526,27.0,29.0,56.0,1.0,3.0,1.2462405,0.40262645,1.6267434,1.3515104,1.0,1.2194399,,,,,,
CP,CH054,2015-10-17,1.0,43.0,0.5,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,14.0,0.27795526,14.0,15.0,29.0,1.0,5.0,0.7514184,0.2477415,1.4991406,0.81432736,1.0,1.6909915,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH055,2015-10-17,1.0,80.0,0.9302326,Orientation,Orientation,Orientation,,,0.0,0.0,28.0,30.0,0.27795526,33.0,29.0,62.0,1.0,3.0,0.8677728,0.63810325,1.4460739,0.87186015,1.0,0.22369985,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH058,2015-10-17,1.0,64.0,0.74418604,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,24.0,0.27795526,21.0,24.0,45.0,1.0,3.0,0.41612002,0.6805149,1.2584232,0.64500785,1.0,1.6231838,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH060,2015-10-17,0.0,46.0,0.53488374,Orientation,Orientation,Orientation,,,0.0,0.0,15.0,21.0,0.27795526,14.0,17.0,31.0,1.0,3.0,-1.4998491,-2.6405032,-0.20066813,0.43787143,1.0,0.63325435,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH063,2015-10-17,0.0,61.0,0.7093023,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,25.0,0.27795526,21.0,26.0,47.0,1.0,3.0,0.24794221,0.44226986,2.041303,1.1067928,1.0,0.5956523,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH064,2015-10-17,1.0,68.0,0.7906977,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,28.0,0.27795526,23.0,33.0,56.0,1.0,4.0,0.24564886,-0.6416873,0.64735985,0.9647541,1.0,2.4835782,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH065,2015-10-17,1.0,82.0,0.95348835,Orientation,Orientation,Orientation,,,0.0,0.0,29.0,30.0,0.27795526,29.0,31.0,60.0,1.0,3.0,0.90474075,1.0916212,2.5546668,1.6160082,1.0,-0.17367122,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH067,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,5.0,1.2307492,1.4391901,,,1.0,1.3891865,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH068,2015-10-17,1.0,72.0,0.8372093,Orientation,Orientation,Orientation,,,0.0,0.0,27.0,26.0,0.27795526,29.0,32.0,61.0,1.0,3.0,-0.05008,-0.14230111,-0.011217541,-1.2547798,1.0,-1.4715917,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH069,2015-10-17,1.0,74.0,0.8604651,Orientation,Orientation,Orientation,,,0.0,0.0,28.0,28.0,0.27795526,30.0,30.0,60.0,1.0,3.0,-0.5827089,-0.6993524,0.50377476,-0.8304471,1.0,2.0947354,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH070,2015-10-17,1.0,19.0,0.22093023,Orientation,Orientation,Orientation,,,0.0,0.0,7.0,6.0,0.27795526,8.0,7.0,15.0,1.0,3.0,-0.7640417,-0.11623603,0.2611234,0.07405931,1.0,0.22369985,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH076,2015-10-17,1.0,47.0,0.54651165,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,18.0,0.27795526,16.0,19.0,35.0,1.0,5.0,-1.2576997,,,,1.0,2.1308188,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH077,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,3.0,1.0692735,1.6596316,1.0104859,1.1460001,1.0,3.072158,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH078,2015-10-17,1.0,68.0,0.7906977,Orientation,Orientation,Orientation,,,0.0,0.0,26.0,22.0,0.27795526,29.0,22.0,51.0,1.0,3.0,-0.7833674,-0.3834274,1.0698996,0.37488633,1.0,1.6231838,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH079,2015-10-17,1.0,63.0,0.73255813,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,21.0,0.27795526,30.0,22.0,52.0,1.0,3.0,1.1492804,1.5265092,1.4317313,1.8263272,1.0,0.92924875,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH082,2015-10-17,1.0,83.0,0.96511626,Orientation,Orientation,Orientation,,,0.0,0.0,29.0,31.0,0.27795526,38.0,36.0,74.0,1.0,3.0,-0.3128881,1.1688097,1.4599634,1.5760072,1.0,-0.6318316,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH087,2015-10-17,1.0,61.0,0.7093023,Orientation,Orientation,Orientation,,,0.0,0.0,25.0,24.0,0.27795526,23.0,22.0,45.0,1.0,3.0,-2.038622,0.22402744,-0.18009184,0.62458104,1.0,2.8658571,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH088,2015-10-17,1.0,46.0,0.53488374,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,16.0,0.27795526,18.0,17.0,35.0,1.0,3.0,0.26442704,-0.44280514,0.7936315,0.669914,1.0,0.22369985,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH093,2015-10-17,1.0,27.0,0.3139535,Orientation,Orientation,Orientation,,,0.0,0.0,14.0,7.0,0.27795526,16.0,6.0,22.0,1.0,3.0,1.1090833,0.23322219,0.80577296,0.8808782,1.0,2.9645088,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH095,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,5.0,-0.59798175,0.064220585,-0.5457483,0.33041734,1.0,1.6231838,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH098,2015-10-17,0.0,77.0,0.89534885,Orientation,Orientation,Orientation,,,0.0,0.0,29.0,27.0,0.27795526,28.0,31.0,59.0,1.0,3.0,1.102073,1.1760789,1.1821883,2.1697044,1.0,0.1617027,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH100,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,1.0,1.0142426,0.24953759,-0.10582835,0.10404912,1.0,2.3849266,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH101,2015-10-17,1.0,68.0,0.7906977,Orientation,Orientation,Orientation,,,0.0,0.0,24.0,25.0,0.27795526,22.0,28.0,50.0,1.0,1.0,-1.497026,-1.1594702,-0.13081826,-0.8456187,1.0,0.6448682,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH105,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,5.0,0.89313483,1.325447,,,1.0,1.4008003,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH106,2015-10-17,1.0,41.0,0.47674417,Orientation,Orientation,Orientation,,,0.0,0.0,18.0,14.0,0.27795526,16.0,12.0,28.0,1.0,3.0,-1.2583308,-2.6552663,,,1.0,-1.7203732,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH107,2015-10-17,1.0,58.0,0.6744186,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,23.0,0.27795526,20.0,25.0,45.0,1.0,4.0,0.14108233,-0.1993041,-0.047585215,-1.1459897,1.0,0.9176349,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH111,2015-10-17,1.0,70.0,0.81395346,Orientation,Orientation,Orientation,,,0.0,0.0,25.0,27.0,0.27795526,32.0,28.0,60.0,1.0,3.0,-0.05616812,0.8286815,-0.0092825275,0.21349859,1.0,1.4008003,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH112,2015-10-17,1.0,19.0,0.22093023,Orientation,Orientation,Orientation,,,0.0,0.0,8.0,7.0,0.27795526,7.0,7.0,14.0,1.0,3.0,-1.132087,0.0022894063,0.43594563,0.63288814,1.0,0.12410065,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH116,2015-10-17,1.0,77.0,0.89534885,Orientation,Orientation,Orientation,,,0.0,0.0,29.0,27.0,0.27795526,33.0,31.0,64.0,1.0,4.0,1.5403159,1.7522081,1.7873592,1.4510677,1.0,2.1308188,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH119,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,3.0,0.7407436,-0.46664214,0.37909508,-0.21891423,1.0,1.4008003,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH120,2015-10-17,1.0,74.0,0.8604651,Orientation,Orientation,Orientation,,,0.0,0.0,25.0,29.0,0.27795526,34.0,28.0,62.0,1.0,4.0,0.09428818,0.54309666,1.0427918,1.3030461,1.0,2.5595834,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH121,2015-10-17,1.0,63.0,0.73255813,Orientation,Orientation,Orientation,,,0.0,0.0,24.0,21.0,0.27795526,24.0,26.0,50.0,1.0,5.0,0.7518366,1.1851995,1.2996308,1.9270626,1.0,0.69525146,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH122,2015-10-17,1.0,51.0,0.59302324,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,22.0,0.27795526,23.0,21.0,44.0,1.0,3.0,1.2822223,0.87010497,,,1.0,3.1243238,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH123,2015-10-17,1.0,53.0,0.61627907,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,22.0,0.27795526,26.0,21.0,47.0,1.0,3.0,0.5241593,0.67512906,,,1.0,2.6844966,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH126,2015-10-17,1.0,70.0,0.81395346,Orientation,Orientation,Orientation,,,0.0,0.0,27.0,27.0,0.27795526,30.0,30.0,60.0,1.0,5.0,0.64477366,-0.12153208,0.58238715,0.9463598,1.0,3.5026064,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH127,2015-10-17,1.0,50.0,0.5813953,Orientation,Orientation,Orientation,,,0.0,0.0,17.0,20.0,0.27795526,21.0,20.0,41.0,1.0,5.0,0.69100726,1.2119923,1.8552862,2.0246162,1.0,1.6909915,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH135,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,5.0,-1.6897728,-0.5723563,-0.70957553,0.09042431,1.0,0.86725163,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH136,2015-10-17,1.0,27.0,0.3139535,Orientation,Orientation,Orientation,,,0.0,0.0,10.0,9.0,0.27795526,10.0,7.0,17.0,1.0,2.0,0.6576731,0.726574,1.5667279,1.3993255,1.0,2.0947354,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH137,2015-10-17,1.0,19.0,0.22093023,Orientation,Orientation,Orientation,,,0.0,0.0,9.0,7.0,0.27795526,6.0,4.0,10.0,1.0,1.0,-0.46871576,-1.7913009,-0.6965678,-0.969901,1.0,-1.6351523,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH139,2015-10-17,1.0,23.0,0.26744187,Orientation,Orientation,Orientation,,,0.0,0.0,10.0,8.0,0.27795526,9.0,8.0,17.0,1.0,5.0,1.7560208,0.9633668,2.0668736,1.383144,1.0,1.4008003,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH140,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,5.0,0.53055245,0.8285356,,,1.0,-2.018145,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH144,2015-10-17,1.0,37.0,0.43023255,Orientation,Orientation,Orientation,,,0.0,0.0,13.0,13.0,0.27795526,14.0,11.0,25.0,1.0,4.0,-1.7598355,0.0675266,-0.17651792,1.2163122,1.0,2.8658571,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH145,2015-10-17,1.0,58.0,0.6744186,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,23.0,0.27795526,22.0,22.0,44.0,1.0,4.0,0.29629943,-0.0657545,0.74996793,1.0825006,1.0,2.3849266,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH147,2015-10-17,1.0,63.0,0.73255813,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,23.0,0.27795526,20.0,25.0,45.0,1.0,1.0,0.06507236,0.9178383,1.3616687,1.7424223,1.0,1.7218354,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH148,2015-10-17,1.0,65.0,0.75581396,Orientation,Orientation,Orientation,,,0.0,0.0,25.0,23.0,0.27795526,22.0,23.0,45.0,1.0,1.0,0.42965528,0.06271224,0.42241037,1.0059932,1.0,2.193387,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH149,2015-10-17,1.0,69.0,0.8023256,Orientation,Orientation,Orientation,,,0.0,0.0,26.0,24.0,0.27795526,26.0,27.0,53.0,1.0,2.0,-0.25696743,-0.8104988,0.911726,-0.002139464,1.0,-1.2054161,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH153,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,3.0,-0.8539883,-0.23124547,,,1.0,2.9234054,,,,,,
CP,CH156,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,5.0,1.8533044,0.756785,1.7100646,1.6845249,1.0,2.353202,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH157,2015-10-17,1.0,13.0,0.15116279,Orientation,Orientation,Orientation,,,0.0,0.0,7.0,3.0,0.27795526,4.0,2.0,6.0,1.0,4.0,-0.27506432,0.43145654,,,1.0,4.6786532,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH159,2015-10-17,1.0,8.0,0.093023255,Orientation,Orientation,Orientation,,,0.0,0.0,5.0,1.0,0.27795526,2.0,1.0,3.0,1.0,5.0,1.0788287,0.25107694,0.73068434,1.2662592,1.0,4.0461054,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH165,2015-10-17,1.0,59.0,0.68604654,Orientation,Orientation,Orientation,,,0.0,0.0,24.0,18.0,0.27795526,22.0,19.0,41.0,1.0,3.0,-0.5354989,0.93533415,1.0642078,1.3708416,1.0,1.4008003,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH167,2015-10-17,0.0,67.0,0.7790698,Orientation,Orientation,Orientation,,,0.0,0.0,24.0,24.0,0.27795526,22.0,24.0,46.0,1.0,3.0,-1.7465769,0.36840573,0.57235295,0.21970414,1.0,-0.946544,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH168,2015-10-17,1.0,33.0,0.38372093,Orientation,Orientation,Orientation,,,0.0,0.0,15.0,12.0,0.27795526,17.0,9.0,26.0,1.0,3.0,-0.42631984,0.11212703,0.05189304,1.277159,1.0,-0.5322324,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH169,2015-10-17,1.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,3.0,-2.760588,0.029911708,,,1.0,-2.1874192,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH173,2015-10-17,1.0,24.0,0.27906978,Orientation,Orientation,Orientation,,,0.0,0.0,11.0,8.0,0.27795526,10.0,8.0,18.0,1.0,1.0,1.181347,1.7711146,1.3963238,1.6714531,1.0,-2.106704,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH180,2015-10-17,1.0,54.0,0.627907,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,20.0,0.27795526,19.0,22.0,41.0,1.0,4.0,0.49130893,-0.36026683,1.6226258,0.15158576,1.0,1.4008003,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH195,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,4.0,0.5628487,-0.02162774,0.70352,1.6385452,1.0,0.6448682,0.0,0.0,0.0,0.0,0.0,1.0
CP,CH196,2015-10-17,1.0,81.0,0.94186044,Orientation,Orientation,Orientation,,,0.0,0.0,28.0,30.0,0.27795526,28.0,33.0,61.0,1.0,5.0,0.23395395,0.3038129,1.3574461,0.92339563,1.0,1.3882389,0.0,0.0,1.0,0.0,0.0,0.0
CP,CH199,2015-10-17,1.0,10.0,0.11627907,Orientation,Orientation,Orientation,,,0.0,0.0,4.0,3.0,0.27795526,3.0,3.0,6.0,1.0,5.0,-0.07799665,-1.2332447,,,1.0,2.8658571,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH200,2015-10-17,1.0,8.0,0.093023255,Orientation,Orientation,Orientation,,,0.0,0.0,3.0,3.0,0.27795526,2.0,3.0,5.0,1.0,3.0,-0.7990447,-0.31418294,0.2911276,0.96565175,1.0,0.9176349,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH211,2015-10-17,0.0,4.0,0.046511628,Orientation,Orientation,Orientation,,,0.0,0.0,2.0,1.0,0.27795526,0.0,0.0,,1.0,3.0,-0.7991095,-1.1334068,0.46167165,-0.5654365,1.0,-2.106704,0.0,0.0,0.0,1.0,0.0,0.0
CP,CH213,2015-10-17,1.0,78.0,0.90697676,Orientation,Orientation,Orientation,,,0.0,0.0,26.0,29.0,0.27795526,29.0,27.0,56.0,1.0,4.0,-0.6128097,0.12757108,1.1243294,0.174267,1.0,-1.4095945,0.0,0.0,0.0,0.0,1.0,0.0
CP,CH221,2015-10-17,1.0,63.0,0.73255813,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,22.0,0.27795526,23.0,23.0,46.0,1.0,5.0,-0.22936542,-0.770538,0.92024255,0.5529618,1.0,-0.8053959,0.0,0.0,0.0,1.0,0.0,0.0
