ms_center,st_id,date,present,att_tot,att_per,tk,gp,cp,sgi_sch_mat,sgi_sch_hin,sgi_att_mat,sgi_att_hin,sgi_att_mat_tot,sgi_att_hin_tot,mean_attend,cal_att_mat_tot,cal_att_hin_tot,cal_att_tot,treat,strata,m_theta_mle1_z,h_theta_mle1_z,m_theta_mle2_z,h_theta_mle2_z,st_female1,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
GP,GP012,2015-10-17,1.0,64.0,0.74418604,Orientation,Orientation,Orientation,,,0.0,0.0,26.0,21.0,0.27795526,27.0,15.0,42.0,1.0,10.0,0.11591287,0.22400557,1.3246838,0.9374075,1.0,-1.1279045,0.0,1.0,0.0,0.0,0.0,0.0
GP,GP039,2015-10-17,1.0,58.0,0.6744186,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,22.0,0.27795526,27.0,24.0,51.0,1.0,11.0,1.368205,1.4575435,,,1.0,1.9357154,0.0,0.0,0.0,0.0,1.0,0.0
GP,GP015,2015-10-17,0.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,1.0,0.0,0.27795526,0.0,0.0,,1.0,11.0,0.52353644,-0.61107075,,,0.0,0.22369985,0.0,0.0,0.0,0.0,1.0,0.0
GP,GP049,2015-10-17,1.0,67.0,0.7790698,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,27.0,0.27795526,19.0,28.0,47.0,1.0,11.0,-0.8348001,-0.90362835,0.30415094,-0.005780488,1.0,1.2895874,0.0,1.0,0.0,0.0,0.0,0.0
GP,GP056,2015-10-17,1.0,71.0,0.8255814,Orientation,Orientation,Orientation,,,0.0,0.0,24.0,26.0,0.27795526,26.0,25.0,51.0,1.0,11.0,0.1713053,0.26594707,0.7209002,0.87196594,1.0,2.3849266,0.0,0.0,1.0,0.0,0.0,0.0
GP,GP007,2015-10-17,1.0,3.0,0.034883723,Orientation,Orientation,Orientation,,,0.0,0.0,2.0,0.0,0.27795526,1.0,1.0,2.0,1.0,11.0,0.42176,-0.699144,-0.031177422,-0.26758528,0.0,0.41429174,0.0,0.0,1.0,0.0,0.0,0.0
GP,GP076,2015-10-17,1.0,73.0,0.8488372,Orientation,Orientation,Orientation,,,0.0,0.0,25.0,28.0,0.27795526,29.0,30.0,59.0,1.0,11.0,0.3332526,0.31898052,1.8446082,-0.00600169,0.0,-1.254632,0.0,0.0,1.0,0.0,0.0,0.0
GP,GP016,2015-10-17,0.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,1.0,0.0,0.27795526,0.0,0.0,,1.0,11.0,0.005709623,0.6628475,,,1.0,-2.0105643,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK001,2015-10-17,0.0,76.0,0.88372093,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,26.0,0.27795526,37.0,30.0,67.0,1.0,19.0,0.21136582,-0.12764482,-0.079427674,0.50278246,1.0,-0.6318316,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK006,2015-10-17,0.0,53.0,0.61627907,Orientation,Orientation,Orientation,,,0.0,0.0,17.0,17.0,0.27795526,28.0,16.0,44.0,1.0,15.0,0.1756121,0.18064018,0.7354385,0.07847294,1.0,2.3849266,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK007,2015-10-17,0.0,7.0,0.08139535,Orientation,Orientation,Orientation,,,0.0,0.0,3.0,2.0,0.27795526,5.0,3.0,8.0,1.0,19.0,-0.030022243,0.58891845,0.30507663,0.24359259,1.0,-0.060680747,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK009,2015-10-17,0.0,74.0,0.8604651,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,27.0,0.27795526,34.0,30.0,64.0,1.0,19.0,0.22828083,0.8112257,0.9418227,1.131061,1.0,-3.0513902,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK011,2015-10-17,0.0,75.0,0.872093,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,27.0,0.27795526,37.0,26.0,63.0,1.0,14.0,0.5225358,0.25327945,1.5002246,1.5128123,1.0,-1.6351523,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK012,2015-10-17,0.0,34.0,0.39534885,Orientation,Orientation,Orientation,,,0.0,0.0,11.0,7.0,0.27795526,18.0,10.0,28.0,1.0,17.0,0.51922965,0.5776652,1.31132,1.1609074,1.0,0.22369985,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK018,2015-10-17,0.0,76.0,0.88372093,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,28.0,0.27795526,33.0,28.0,61.0,1.0,15.0,-0.22115386,-0.6297295,0.30896312,-2.8855014,1.0,-2.4717996,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK022,2015-10-17,0.0,80.0,0.9302326,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,26.0,0.27795526,38.0,26.0,64.0,1.0,17.0,1.0246384,0.9859719,1.2921642,1.312792,1.0,0.21265964,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK023,2015-10-17,0.0,65.0,0.75581396,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,22.0,0.27795526,33.0,23.0,56.0,1.0,17.0,-0.51438546,-0.47525144,-1.9438864,-0.76178604,1.0,-1.4011551,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK024,2015-10-17,0.0,74.0,0.8604651,Orientation,Orientation,Orientation,,,0.0,0.0,18.0,26.0,0.27795526,31.0,25.0,56.0,1.0,14.0,-1.1849837,-0.26745382,1.2962655,1.330913,1.0,0.5956523,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK027,2015-10-17,0.0,67.0,0.7790698,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,21.0,0.27795526,28.0,22.0,50.0,1.0,17.0,0.40027976,0.91894746,1.000091,0.01608893,1.0,-0.92960346,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK030,2015-10-17,0.0,61.0,0.7093023,Orientation,Orientation,Orientation,,,0.0,0.0,17.0,23.0,0.27795526,28.0,24.0,52.0,1.0,14.0,1.161358,0.4660908,1.2597822,0.47801414,1.0,2.9234054,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK031,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,14.0,-3.271582,-0.59235907,-0.20914426,-0.106875,1.0,2.1308188,,,,,,
TK,TK032,2015-10-17,0.0,81.0,0.94186044,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,27.0,0.27795526,38.0,27.0,65.0,1.0,17.0,-1.5284289,-0.590115,0.6618828,0.25499904,1.0,-2.106704,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK035,2015-10-17,0.0,53.0,0.61627907,Orientation,Orientation,Orientation,,,0.0,0.0,15.0,18.0,0.27795526,26.0,17.0,43.0,1.0,17.0,-0.9095384,-1.5054203,-0.51114976,-1.9708599,1.0,-2.2494164,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK037,2015-10-17,0.0,68.0,0.7906977,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,24.0,0.27795526,30.0,24.0,54.0,1.0,19.0,-0.8535109,-0.9973109,0.30038613,0.050627034,0.0,0.12410065,,,,,,
TK,TK038,2015-10-17,0.0,67.0,0.7790698,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,21.0,0.27795526,32.0,23.0,55.0,1.0,19.0,0.28590822,0.40355453,1.4231484,1.3452911,1.0,1.7003706,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK040,2015-10-17,0.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,15.0,-0.5334361,-1.7388934,-0.3672774,-0.77267784,1.0,-0.04593521,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK046,2015-10-17,0.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,16.0,1.8521152,1.9188396,,,0.0,0.12410065,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK047,2015-10-17,0.0,19.0,0.22093023,Orientation,Orientation,Orientation,,,0.0,0.0,5.0,4.0,0.27795526,12.0,5.0,17.0,1.0,13.0,0.5495618,0.37059453,,,0.0,1.4008003,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK048,2015-10-17,0.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,1.0,0.27795526,0.0,0.0,,1.0,12.0,0.96345305,-0.27546838,,,0.0,0.12410065,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK049,2015-10-17,0.0,3.0,0.034883723,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,1.0,0.27795526,1.0,2.0,3.0,1.0,19.0,1.549004,1.3373407,2.15212,-0.19712575,0.0,0.5956523,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK050,2015-10-17,0.0,33.0,0.38372093,Orientation,Orientation,Orientation,,,0.0,0.0,11.0,9.0,0.27795526,22.0,10.0,32.0,1.0,12.0,1.0219195,1.0530149,1.4334382,1.456157,0.0,0.12410065,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK051,2015-10-17,0.0,37.0,0.43023255,Orientation,Orientation,Orientation,,,0.0,0.0,12.0,10.0,0.27795526,18.0,10.0,28.0,1.0,12.0,0.34141332,0.16637911,1.0134183,0.6314608,0.0,0.12410065,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK052,2015-10-17,0.0,59.0,0.68604654,Orientation,Orientation,Orientation,,,0.0,0.0,17.0,17.0,0.27795526,29.0,18.0,47.0,1.0,17.0,0.24470644,0.4581668,0.9080606,0.2903035,1.0,-3.8073223,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK060,2015-10-17,0.0,55.0,0.6395349,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,16.0,0.27795526,35.0,11.0,46.0,1.0,13.0,0.23386496,0.15321977,1.3405553,0.91721797,0.0,-0.6318316,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK062,2015-10-17,0.0,64.0,0.74418604,Orientation,Orientation,Orientation,,,0.0,0.0,15.0,24.0,0.27795526,36.0,21.0,57.0,1.0,13.0,-0.3036386,0.15725304,-0.08286408,-0.37329936,0.0,-0.63941234,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK068,2015-10-17,0.0,76.0,0.88372093,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,26.0,0.27795526,39.0,26.0,65.0,1.0,13.0,0.13513578,-0.28927755,0.29082215,0.5402314,0.0,-2.106704,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK070,2015-10-17,0.0,72.0,0.8372093,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,24.0,0.27795526,38.0,20.0,58.0,1.0,13.0,-1.1777599,-0.20020255,-0.11847866,-0.16999073,0.0,-0.16027994,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK071,2015-10-17,0.0,69.0,0.8023256,Orientation,Orientation,Orientation,,,0.0,0.0,18.0,26.0,0.27795526,39.0,26.0,65.0,1.0,13.0,-0.3085562,0.015135201,1.0418859,0.19104688,0.0,-0.6318316,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK072,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,26.0,0.27795526,37.0,32.0,69.0,1.0,17.0,-0.3344529,0.33289868,-0.28034347,-1.6148916,1.0,-1.5390126,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK073,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,16.0,1.2433444,1.7217847,1.7767459,1.9412725,1.0,0.8180357,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK074,2015-10-17,0.0,22.0,0.25581396,Orientation,Orientation,Orientation,,,0.0,0.0,6.0,7.0,0.27795526,15.0,7.0,22.0,1.0,16.0,-0.09923061,0.085405566,0.71912855,1.1488373,0.0,-0.58144826,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK076,2015-10-17,0.0,76.0,0.88372093,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,26.0,0.27795526,41.0,27.0,68.0,1.0,12.0,0.69599116,-0.20186639,0.8059307,0.1782969,0.0,-1.3373805,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK082,2015-10-17,0.0,80.0,0.9302326,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,27.0,0.27795526,37.0,29.0,66.0,1.0,14.0,-0.24263614,0.06313621,-0.16889769,-0.06192594,1.0,-1.3373805,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK088,2015-10-17,0.0,42.0,0.4883721,Orientation,Orientation,Orientation,,,0.0,0.0,9.0,14.0,0.27795526,21.0,10.0,31.0,1.0,17.0,0.12536697,-0.31608477,0.4275043,-0.1641553,1.0,-0.70721996,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK092,2015-10-17,0.0,73.0,0.8488372,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,27.0,0.27795526,34.0,25.0,59.0,1.0,16.0,0.0012604166,-0.04987198,1.4742575,0.03578961,1.0,0.41429174,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK094,2015-10-17,0.0,82.0,0.95348835,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,27.0,0.27795526,40.0,26.0,66.0,1.0,15.0,-0.72544706,-0.74902683,-0.061340507,-0.26284385,1.0,1.3891865,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK095,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,26.0,0.27795526,38.0,28.0,66.0,1.0,19.0,0.2526428,0.3252776,-0.4113123,1.6655062,1.0,1.9133749,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK096,2015-10-17,0.0,77.0,0.89534885,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,26.0,0.27795526,39.0,28.0,67.0,1.0,17.0,-0.23154879,-0.36742386,1.0485492,0.5182466,1.0,-0.29125717,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK097,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,28.0,0.27795526,40.0,25.0,65.0,1.0,17.0,0.8008554,0.6053148,1.1388208,1.034445,1.0,-0.58144826,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK098,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,28.0,0.27795526,39.0,29.0,68.0,1.0,17.0,0.3345745,1.0701501,1.6183709,1.3605027,1.0,-0.58144826,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK105,2015-10-17,0.0,65.0,0.75581396,Orientation,Orientation,Orientation,,,0.0,0.0,17.0,23.0,0.27795526,31.0,25.0,56.0,1.0,17.0,-0.3958267,-0.7529379,0.74455696,-0.4604324,1.0,0.86725163,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK107,2015-10-17,0.0,58.0,0.6744186,Orientation,Orientation,Orientation,,,0.0,0.0,17.0,16.0,0.27795526,23.0,15.0,38.0,1.0,19.0,-1.4954566,-0.3104858,-0.1909657,0.04005097,1.0,-0.54562366,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK108,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,26.0,0.27795526,42.0,30.0,72.0,1.0,12.0,-0.5164807,0.5992173,0.08955341,0.73894614,1.0,-1.4958025,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK109,2015-10-17,0.0,76.0,0.88372093,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,27.0,0.27795526,39.0,29.0,68.0,1.0,15.0,0.16037565,1.5403342,1.0984335,1.2846527,1.0,-1.0471894,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK110,2015-10-17,0.0,74.0,0.8604651,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,25.0,0.27795526,37.0,29.0,66.0,1.0,17.0,0.2591761,0.6797639,1.3266737,0.8577336,1.0,0.12410065,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK112,2015-10-17,0.0,73.0,0.8488372,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,27.0,0.27795526,37.0,21.0,58.0,1.0,13.0,0.120159805,0.2795367,0.946098,0.83814836,1.0,-4.957415,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK113,2015-10-17,0.0,67.0,0.7790698,Orientation,Orientation,Orientation,,,0.0,0.0,18.0,22.0,0.27795526,33.0,24.0,57.0,1.0,15.0,-1.0716184,-1.0975976,-3.1484442,-1.3154583,1.0,1.2895874,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK115,2015-10-17,0.0,16.0,0.18604651,Orientation,Orientation,Orientation,,,0.0,0.0,5.0,3.0,0.27795526,7.0,5.0,12.0,1.0,16.0,-1.9033504,-0.9231279,0.33126134,-0.67581344,1.0,-2.106704,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK126,2015-10-17,0.0,56.0,0.6511628,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,16.0,0.27795526,27.0,17.0,44.0,1.0,17.0,-0.46567574,-0.46628392,-0.17709309,-0.36430702,1.0,-1.5765177,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK129,2015-10-17,0.0,11.0,0.12790698,Orientation,Orientation,Orientation,,,0.0,0.0,4.0,3.0,0.27795526,6.0,1.0,7.0,1.0,17.0,0.43390465,0.1566344,0.8363987,0.8246422,1.0,-2.2378025,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK130,2015-10-17,0.0,60.0,0.6976744,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,18.0,0.27795526,34.0,26.0,60.0,1.0,14.0,1.3962187,1.0738448,1.939732,0.8240867,1.0,-0.16027994,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK131,2015-10-17,0.0,75.0,0.872093,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,26.0,0.27795526,36.0,27.0,63.0,1.0,14.0,-0.47307274,-0.087078154,0.23381077,0.6413516,1.0,-1.3103728,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK134,2015-10-17,0.0,81.0,0.94186044,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,27.0,0.27795526,41.0,26.0,67.0,1.0,14.0,1.8702921,1.0137674,1.2804103,1.5828917,1.0,0.8858434,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK135,2015-10-17,0.0,4.0,0.046511628,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,1.0,0.27795526,1.0,1.0,2.0,1.0,19.0,0.30041137,0.46115303,,,1.0,-1.3015559,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK142,2015-10-17,0.0,81.0,0.94186044,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,28.0,0.27795526,39.0,30.0,69.0,1.0,14.0,0.29221764,0.46941367,1.4110708,0.93802786,1.0,1.4008003,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK143,2015-10-17,0.0,81.0,0.94186044,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,26.0,0.27795526,39.0,29.0,68.0,1.0,14.0,-0.7257221,-0.11767866,-0.4046895,-0.9957561,1.0,-1.8608983,,,,,,
TK,TK144,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,28.0,0.27795526,37.0,32.0,69.0,1.0,17.0,-0.09264824,0.90287906,0.45355147,0.14189082,1.0,0.12410065,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK146,2015-10-17,0.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,19.0,-0.42073488,-0.21771365,-0.6993263,,1.0,-1.382271,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK148,2015-10-17,0.0,26.0,0.30232558,Orientation,Orientation,Orientation,,,0.0,0.0,9.0,6.0,0.27795526,14.0,7.0,21.0,1.0,17.0,0.32200915,-0.6608502,-3.5701227,-2.9954617,1.0,-1.7024763,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK150,2015-10-17,0.0,38.0,0.44186047,Orientation,Orientation,Orientation,,,0.0,0.0,12.0,10.0,0.27795526,16.0,11.0,27.0,1.0,17.0,-1.1299514,-0.90701854,-0.30241144,0.62887365,1.0,-2.174028,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK151,2015-10-17,0.0,59.0,0.68604654,Orientation,Orientation,Orientation,,,0.0,0.0,15.0,18.0,0.27795526,30.0,22.0,52.0,1.0,18.0,0.21695158,0.05353473,0.3355542,0.3296047,1.0,-0.07407202,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK157,2015-10-17,0.0,67.0,0.7790698,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,22.0,0.27795526,35.0,20.0,55.0,1.0,17.0,1.4036772,0.8125722,1.7497029,0.9993892,1.0,1.7003706,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK159,2015-10-17,0.0,71.0,0.8255814,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,22.0,0.27795526,34.0,23.0,57.0,1.0,14.0,0.085806385,0.7449683,2.2378843,1.453352,1.0,-0.64522284,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK160,2015-10-17,0.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,17.0,1.0918761,0.6740191,0.23711206,0.29124442,1.0,-3.2567968,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK165,2015-10-17,0.0,71.0,0.8255814,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,20.0,0.27795526,32.0,27.0,59.0,1.0,17.0,-0.40165028,0.18959032,1.2772635,0.84797347,1.0,0.22369985,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK168,2015-10-17,0.0,62.0,0.7209302,Orientation,Orientation,Orientation,,,0.0,0.0,14.0,21.0,0.27795526,27.0,20.0,47.0,1.0,17.0,0.6880748,-0.118919335,0.78932464,0.61107486,1.0,-2.174028,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK169,2015-10-17,0.0,78.0,0.90697676,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,27.0,0.27795526,37.0,31.0,68.0,1.0,19.0,-0.77262473,0.8363932,0.30914474,1.2321811,1.0,-0.58144826,,,,,,
TK,TK171,2015-10-17,0.0,71.0,0.8255814,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,25.0,0.27795526,33.0,28.0,61.0,1.0,19.0,-0.03419155,-1.0081627,0.056596227,-0.14778388,1.0,-1.4440095,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK173,2015-10-17,0.0,60.0,0.6976744,Orientation,Orientation,Orientation,,,0.0,0.0,15.0,19.0,0.27795526,33.0,21.0,54.0,1.0,12.0,-0.11950197,-0.42045245,0.6128487,-0.5105718,0.0,-2.106704,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK176,2015-10-17,0.0,77.0,0.89534885,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,27.0,0.27795526,48.0,32.0,80.0,1.0,12.0,1.3540727,1.7217206,1.9708519,1.3565917,0.0,0.22369985,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK178,2015-10-17,0.0,73.0,0.8488372,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,26.0,0.27795526,32.0,26.0,58.0,1.0,19.0,-0.22827013,-1.2361538,0.9211235,-0.050633375,0.0,0.09818676,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK179,2015-10-17,0.0,72.0,0.8372093,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,25.0,0.27795526,38.0,29.0,67.0,1.0,19.0,0.41653582,0.77503264,2.0396204,0.5364694,0.0,0.7921218,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK180,2015-10-17,0.0,77.0,0.89534885,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,27.0,0.27795526,41.0,28.0,69.0,1.0,12.0,0.44657272,-1.3498169,-0.38349673,-0.24474284,0.0,-2.106704,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK182,2015-10-17,0.0,75.0,0.872093,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,24.0,0.27795526,43.0,29.0,72.0,1.0,19.0,-0.55103064,-0.94137704,0.8524191,-0.11142968,0.0,-1.3373805,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK185,2015-10-17,0.0,70.0,0.81395346,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,22.0,0.27795526,35.0,19.0,54.0,1.0,12.0,-2.9440162,-0.5356086,-0.9662777,-1.0453584,0.0,-0.5322324,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK188,2015-10-17,0.0,77.0,0.89534885,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,27.0,0.27795526,43.0,27.0,70.0,1.0,13.0,0.13610815,-0.015071807,0.78143346,-0.48095545,0.0,1.6909915,,,,,,
TK,TK190,2015-10-17,0.0,64.0,0.74418604,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,24.0,0.27795526,30.0,22.0,52.0,1.0,19.0,0.23365384,-0.6502309,0.5620341,0.34315735,1.0,-0.6318316,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK191,2015-10-17,0.0,29.0,0.3372093,Orientation,Orientation,Orientation,,,0.0,0.0,8.0,10.0,0.27795526,15.0,9.0,24.0,1.0,12.0,0.54225624,1.0133586,1.5545856,1.2281898,0.0,-2.0105643,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK192,2015-10-17,0.0,70.0,0.81395346,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,26.0,0.27795526,34.0,23.0,57.0,1.0,12.0,-0.39101586,-0.5645637,0.8376251,-1.7423156,0.0,-2.7798877,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK194,2015-10-17,0.0,64.0,0.74418604,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,25.0,0.27795526,31.0,21.0,52.0,1.0,12.0,-0.8158628,-1.2223928,-0.028260352,-0.5795381,0.0,-1.3373805,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK196,2015-10-17,0.0,7.0,0.08139535,Orientation,Orientation,Orientation,,,0.0,0.0,2.0,1.0,0.27795526,0.0,2.0,2.0,1.0,19.0,-0.051159143,0.5274113,,,0.0,-0.17367122,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK198,2015-10-17,0.0,78.0,0.90697676,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,26.0,0.27795526,39.0,28.0,67.0,1.0,12.0,0.30344918,-0.5943667,0.881685,0.45016822,0.0,-0.8658289,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK199,2015-10-17,0.0,70.0,0.81395346,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,24.0,0.27795526,36.0,23.0,59.0,1.0,19.0,-0.7920959,-0.12771054,0.2771032,1.0569019,0.0,0.12410065,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK207,2015-10-17,0.0,70.0,0.81395346,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,24.0,0.27795526,32.0,22.0,54.0,1.0,12.0,-0.39533243,-3.357473,-0.14349441,-1.7683792,0.0,0.5138909,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK209,2015-10-17,0.0,71.0,0.8255814,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,25.0,0.27795526,24.0,31.0,55.0,1.0,12.0,1.56638,0.30816483,1.4884706,0.5933009,0.0,-0.6318316,,,,,,
